  1  1  1  1  1  1  2  1  1  3  1  1  4
  2  1  2  1  1  2  2  1  2  3  1  2  4
  3  1  3  1  1  3  2  1  3  3  1  3  4
  4  1  4  1  1  4  2  1  4  3  1  4  4
  5  1  1  1  1  2  1  1  3  1  1  4  1
  6  1  1  2  1  2  2  1  3  2  1  4  2
  7  1  1  3  1  2  3  1  3  3  1  4  3
  8  1  1  4  1  2  4  1  3  4  1  4  4
  9  1  1  1  1  2  2  1  3  3  1  4  4
 10  1  1  4  1  2  3  1  3  2  1  4  1
 11  2  1  1  2  1  2  2  1  3  2  1  4
 12  2  2  1  2  2  2  2  2  3  2  2  4
 13  2  3  1  2  3  2  2  3  3  2  3  4
 14  2  4  1  2  4  2  2  4  3  2  4  4
 15  2  1  1  2  2  1  2  3  1  2  4  1
 16  2  1  2  2  2  2  2  3  2  2  4  2
 17  2  1  3  2  2  3  2  3  3  2  4  3
 18  2  1  4  2  2  4  2  3  4  2  4  4
 19  2  1  1  2  2  2  2  3  3  2  4  4
 20  2  1  4  2  2  3  2  3  2  2  4  1
 21  3  1  1  3  1  2  3  1  3  3  1  4
 22  3  2  1  3  2  2  3  2  3  3  2  4
 23  3  3  1  3  3  2  3  3  3  3  3  4
 24  3  4  1  3  4  2  3  4  3  3  4  4
 25  3  1  1  3  2  1  3  3  1  3  4  1
 26  3  1  2  3  2  2  3  3  2  3  4  2
 27  3  1  3  3  2  3  3  3  3  3  4  3
 28  3  1  4  3  2  4  3  3  4  3  4  4
 29  3  1  1  3  2  2  3  3  3  3  4  4
 30  3  1  4  3  2  3  3  3  2  3  4  1
 31  4  1  1  4  1  2  4  1  3  4  1  4
 32  4  2  1  4  2  2  4  2  3  4  2  4
 33  4  3  1  4  3  2  4  3  3  4  3  4
 34  4  4  1  4  4  2  4  4  3  4  4  4
 35  4  1  1  4  2  1  4  3  1  4  4  1
 36  4  1  2  4  2  2  4  3  2  4  4  2
 37  4  1  3  4  2  3  4  3  3  4  4  3
 38  4  1  4  4  2  4  4  3  4  4  4  4
 39  4  1  1  4  2  2  4  3  3  4  4  4
 40  4  1  4  4  2  3  4  3  2  4  4  1
 41  1  1  1  2  1  1  3  1  1  4  1  1
 42  1  1  2  2  1  2  3  1  2  4  1  2
 43  1  1  3  2  1  3  3  1  3  4  1  3
 44  1  1  4  2  1  4  3  1  4  4  1  4
 45  1  2  1  2  2  1  3  2  1  4  2  1
 46  1  2  2  2  2  2  3  2  2  4  2  2
 47  1  2  3  2  2  3  3  2  3  4  2  3
 48  1  2  4  2  2  4  3  2  4  4  2  4
 49  1  3  1  2  3  1  3  3  1  4  3  1
 50  1  3  2  2  3  2  3  3  2  4  3  2
 51  1  3  3  2  3  3  3  3  3  4  3  3
 52  1  3  4  2  3  4  3  3  4  4  3  4
 53  1  4  1  2  4  1  3  4  1  4  4  1
 54  1  4  2  2  4  2  3  4  2  4  4  2
 55  1  4  3  2  4  3  3  4  3  4  4  3
 56  1  4  4  2  4  4  3  4  4  4  4  4
 57  1  1  1  2  1  2  3  1  3  4  1  4
 58  1  1  1  2  2  2  3  3  3  4  4  4
 59  1  1  1  2  2  1  3  3  1  4  4  1
 60  1  1  2  2  2  2  3  3  2  4  4  2
 61  1  1  3  2  2  3  3  3  3  4  4  3
 62  1  1  4  2  1  3  3  1  2  4  1  1
 63  1  1  4  2  2  3  3  3  2  4  4  1
 64  1  1  4  2  2  4  3  3  4  4  4  4
 65  1  2  1  2  2  2  3  2  3  4  2  4
 66  1  2  4  2  2  3  3  2  2  4  2  1
 67  1  3  1  2  3  2  3  3  3  4  3  4
 68  1  3  4  2  3  3  3  3  2  4  3  1
 69  1  4  1  2  3  1  3  2  1  4  1  1
 70  1  4  1  2  3  2  3  2  3  4  1  4
 71  1  4  1  2  4  2  3  4  3  4  4  4
 72  1  4  2  2  3  2  3  2  2  4  1  2
 73  1  4  3  2  3  3  3  2  3  4  1  3
 74  1  4  4  2  3  4  3  2  4  4  1  4
 75  1  4  4  2  3  3  3  2  2  4  1  1
 76  1  4  4  2  4  3  3  4  2  4  4  1
